node1,node2
ask,ample
ask,playing
ask,time
get,ample
get,playing
get,time
get,behind
ample,playing
ample,time
ample,behind
playing,time
playing,behind
playing,undersized
time,behind
time,undersized
time,far
behind,undersized
behind,far
undersized,far
undersized,show
undersized,willingness
undersized,dirty
far,show
far,willingness
far,dirty
far,work
show,willingness
show,dirty
show,work
show,just
willingness,dirty
willingness,work
willingness,just
willingness,read
dirty,work
dirty,just
dirty,read
work,just
work,read
work,sign
just,read
just,sign
read,sign
read,four
sign,four
sign,year
sign,extension
four,year
four,extension
four,signing
four,indicate
year,extension
year,signing
year,indicate
year,left
extension,signing
extension,indicate
extension,left
extension,tackle
signing,indicate
signing,left
signing,tackle
signing,future
indicate,left
indicate,tackle
indicate,future
left,tackle
left,future
left,anticipate
tackle,future
tackle,anticipate
tackle,draft
future,anticipate
future,draft
future,top
anticipate,draft
anticipate,top
anticipate,draft
anticipate,next
draft,top
draft,draft
draft,next
draft,year
top,draft
top,next
top,year
draft,next
draft,year
draft,left
next,year
next,left
next,tackle
year,left
year,tackle
year,available
left,tackle
left,available
left,draft
left,still
tackle,available
tackle,draft
tackle,still
tackle,take
available,draft
available,still
available,take
available,one
draft,still
draft,take
draft,one
draft,high
still,take
still,one
still,high
still,look
still,position
take,one
take,high
take,look
take,position
take,now
one,high
one,look
one,position
one,now
high,look
high,position
high,now
high,sign
look,position
look,now
look,sign
look,foreseeable
position,now
position,sign
position,foreseeable
position,future
now,sign
now,foreseeable
now,future
sign,foreseeable
sign,future
sign,hear
foreseeable,future
foreseeable,hear
foreseeable,use
future,hear
future,use
future,term
hear,use
hear,term
hear,follow
hear,money
use,term
use,follow
use,money
term,follow
term,money
term,well
follow,money
follow,well
follow,money
follow,give
money,well
money,money
money,give
well,money
well,give
well,suggest
money,give
money,suggest
money,think
give,suggest
give,think
give,left
suggest,think
suggest,left
suggest,tackle
suggest,future
think,left
think,tackle
think,future
left,tackle
left,future
tackle,future
n’t,surprised
n’t,include
n’t,offensive
n’t,tackle
surprised,include
surprised,offensive
surprised,tackle
surprised,among
include,offensive
include,tackle
include,among
include,position
include,consider
offensive,tackle
offensive,among
offensive,position
offensive,consider
offensive,first
tackle,among
tackle,position
tackle,consider
tackle,first
tackle,round
among,position
among,consider
among,first
among,round
among,draft
position,consider
position,first
position,round
position,draft
position,pick
consider,first
consider,round
consider,draft
consider,pick
first,round
first,draft
first,pick
round,draft
round,pick
round,profile
draft,pick
draft,profile
draft,better
pick,profile
pick,better
pick,left
profile,better
profile,left
profile,side
profile,right
profile,side
better,left
better,side
better,right
better,side
better,keep
left,side
left,right
left,side
left,keep
left,mind
side,right
side,side
side,keep
side,mind
side,get
right,side
right,keep
right,mind
right,get
right,elite
side,keep
side,mind
side,get
side,elite
side,tackle
keep,mind
keep,get
keep,elite
keep,tackle
keep,draft
mind,get
mind,elite
mind,tackle
mind,draft
get,elite
get,tackle
get,draft
get,likely
elite,tackle
elite,draft
elite,likely
elite,talk
tackle,draft
tackle,likely
tackle,talk
tackle,high
draft,likely
draft,talk
draft,high
draft,pick
likely,talk
likely,high
likely,pick
likely,top
talk,high
talk,pick
talk,top
talk,even
high,pick
high,top
high,even
high,higher
pick,top
pick,even
pick,higher
top,even
top,higher
top,possible
even,higher
even,possible
even,will
higher,possible
higher,will
higher,select
possible,will
possible,select
possible,top
will,select
will,top
will,season
will,defense
select,top
select,season
select,defense
select,pretty
top,season
top,defense
top,pretty
top,impressive
season,defense
season,pretty
season,impressive
season,first
season,two
defense,pretty
defense,impressive
defense,first
defense,two
defense,preseason
pretty,impressive
pretty,first
pretty,two
pretty,preseason
pretty,game
impressive,first
impressive,two
impressive,preseason
impressive,game
impressive,particularly
first,two
first,preseason
first,game
first,particularly
first,front
two,preseason
two,game
two,particularly
two,front
two,seven
preseason,game
preseason,particularly
preseason,front
preseason,seven
game,particularly
game,front
game,seven
game,make
particularly,front
particularly,seven
particularly,make
particularly,solid
front,seven
front,make
front,solid
front,financial
seven,make
seven,solid
seven,financial
seven,commitment
make,solid
make,financial
make,commitment
solid,financial
solid,commitment
financial,commitment
financial,awful
commitment,awful
commitment,surprised
awful,surprised
awful,away
awful,one
awful,season
surprised,away
surprised,one
surprised,season
surprised,believe
away,one
away,season
away,believe
away,entrench
away,several
one,season
one,believe
one,entrench
one,several
one,season
season,believe
season,entrench
season,several
season,season
season,come
believe,entrench
believe,several
believe,season
believe,come
believe,say
entrench,several
entrench,season
entrench,come
entrench,say
entrench,right
several,season
several,come
several,say
several,right
several,tackle
season,come
season,say
season,right
season,tackle
come,say
come,right
come,tackle
say,right
say,tackle
say,shaky
right,tackle
right,shaky
right,last
tackle,shaky
tackle,last
tackle,year
shaky,last
shaky,year
shaky,particularly
shaky,first
shaky,two
last,year
last,particularly
last,first
last,two
last,month
year,particularly
year,first
year,two
year,month
year,season
particularly,first
particularly,two
particularly,month
particularly,season
first,two
first,month
first,season
first,make
two,month
two,season
two,make
two,run
month,season
month,make
month,run
month,right
season,make
season,run
season,right
season,tackle
make,run
make,right
make,tackle
run,right
run,tackle
run,free
right,tackle
right,free
right,agency
tackle,free
tackle,agency
tackle,signal
free,agency
free,signal
free,willing
free,make
agency,signal
agency,willing
agency,make
agency,change
signal,willing
signal,make
signal,change
signal,position
willing,make
willing,change
willing,position
willing,depend
make,change
make,position
make,depend
make,perform
change,position
change,depend
change,perform
change,season
position,depend
position,perform
position,season
position,certainly
depend,perform
depend,season
depend,certainly
depend,tackle
perform,season
perform,certainly
perform,tackle
perform,need
season,certainly
season,tackle
season,need
season,follow
certainly,tackle
certainly,need
certainly,follow
certainly,money
tackle,need
tackle,follow
tackle,money
need,follow
need,money
need,smart
follow,money
follow,smart
follow,million
money,smart
money,million
money,guarantee
smart,million
smart,guarantee
smart,make
million,guarantee
million,make
million,safe
million,bet
guarantee,make
guarantee,safe
guarantee,bet
make,safe
make,bet
make,left
make,tackle
safe,bet
safe,left
safe,tackle
bet,left
bet,tackle
bet,maybe
left,tackle
left,maybe
left,beyond
left,explain
tackle,maybe
tackle,beyond
tackle,explain
maybe,beyond
maybe,explain
maybe,extension
beyond,explain
beyond,extension
explain,extension
explain,pay
extension,pay
pay,n’t
pay,bigger
n’t,bigger
n’t,priority
bigger,priority
priority,player
player,radar
player,front
player,office
player,often
radar,front
radar,office
radar,often
radar,overlook
front,office
front,often
front,overlook
front,take
office,often
office,overlook
office,take
office,two
often,overlook
often,take
often,two
often,side
overlook,take
overlook,two
overlook,side
overlook,get
overlook,deal
take,two
take,side
take,get
take,deal
take,just
two,side
two,get
two,deal
two,just
two,one
side,get
side,deal
side,just
side,one
side,side
get,deal
get,just
get,one
get,side
get,motivate
deal,just
deal,one
deal,side
deal,motivate
deal,n’t
just,one
just,side
just,motivate
just,n’t
just,mean
one,side
one,motivate
one,n’t
one,mean
side,motivate
side,n’t
side,mean
motivate,n’t
motivate,mean
motivate,happen
n’t,mean
n’t,happen
n’t,quickly
mean,happen
mean,quickly
mean,extension
happen,quickly
happen,extension
happen,way
happen,rule
quickly,extension
quickly,way
quickly,rule
quickly,deal
extension,way
extension,rule
extension,deal
way,rule
way,deal
way,opinion
rule,deal
rule,opinion
rule,view
deal,opinion
deal,view
deal,either
opinion,view
opinion,either
opinion,decision
view,either
view,decision
view,general
view,manager
either,decision
either,general
either,manager
decision,general
decision,manager
decision,front
general,manager
general,front
general,office
manager,front
manager,office
front,office
front,enter
front,week
front,roughly
office,enter
office,week
office,roughly
enter,week
enter,roughly
enter,million
enter,salary
week,roughly
week,million
week,salary
week,cap
roughly,million
roughly,salary
roughly,cap
roughly,room
million,salary
million,cap
million,room
million,ample
million,space
salary,cap
salary,room
salary,ample
salary,space
salary,multiple
cap,room
cap,ample
cap,space
cap,multiple
cap,contract
room,ample
room,space
room,multiple
room,contract
room,extension
ample,space
ample,multiple
ample,contract
ample,extension
space,multiple
space,contract
space,extension
space,find
multiple,contract
multiple,extension
multiple,find
multiple,common
contract,extension
contract,find
contract,common
contract,ground
extension,find
extension,common
extension,ground
find,common
find,ground
find,player
common,ground
common,player
ground,player
ground,course
player,course
player,first
player,one
player,come
course,first
course,one
course,come
course,mind
course,right
first,one
first,come
first,mind
first,right
first,now
one,come
one,mind
one,right
one,now
one,extension
come,mind
come,right
come,now
come,extension
come,prepare
mind,right
mind,now
mind,extension
mind,prepare
mind,enter
right,now
right,extension
right,prepare
right,enter
right,final
now,extension
now,prepare
now,enter
now,final
now,season
extension,prepare
extension,enter
extension,final
extension,season
prepare,enter
prepare,final
prepare,season
prepare,million
enter,final
enter,season
enter,million
enter,two
final,season
final,million
final,two
final,year
season,million
season,two
season,year
season,contract
million,two
million,year
million,contract
million,deal
two,year
two,contract
two,deal
two,way
year,contract
year,deal
year,way
year,close
contract,deal
contract,way
contract,close
contract,window
deal,way
deal,close
deal,window
deal,extension
way,close
way,window
way,extension
way,opinion
close,window
close,extension
close,opinion
close,stay
window,extension
window,opinion
window,stay
window,tune
extension,opinion
extension,stay
extension,tune
extension,front
opinion,stay
opinion,tune
opinion,front
opinion,photo
stay,tune
stay,front
stay,photo
tune,front
tune,photo
tune,preseason
front,photo
front,preseason
front,game
photo,preseason
photo,game
preseason,game
think,play
think,series
play,series
play,game
play,season
series,game
series,season
game,season
situation,team
situation,insert
situation,quarterback
situation,series
situation,series
team,insert
team,quarterback
team,series
team,series
team,rarely
insert,quarterback
insert,series
insert,series
insert,rarely
insert,work
quarterback,series
quarterback,series
quarterback,rarely
quarterback,work
quarterback,smoothly
series,series
series,rarely
series,work
series,smoothly
series,rarely
series,rarely
series,work
series,smoothly
series,rarely
series,produce
rarely,work
rarely,smoothly
rarely,rarely
rarely,produce
rarely,desire
work,smoothly
work,rarely
work,produce
work,desire
work,result
smoothly,rarely
smoothly,produce
smoothly,desire
smoothly,result
smoothly,quarterback
rarely,produce
rarely,desire
rarely,result
rarely,quarterback
rarely,get
produce,desire
produce,result
produce,quarterback
produce,get
produce,limited
desire,result
desire,quarterback
desire,get
desire,limited
desire,playing
result,quarterback
result,get
